ts_code,latest_report_date,cash_like,strict_cash_like,total_liabilities,interest_debt,net_cash_after_all_liab,cash_to_liab,net_cash_to_mv,revenue_latest,revenue_cagr_3y,profit_latest,profit_cagr_3y,profit_positive_years,cfo_latest,cfo_positive_years,cfo_to_profit_latest,oneoff_ratio_latest,dps_latest,div_paid_latest,buyback_latest,shareholder_return_hkd,dps_yield_est,dividend_paid_yield_est,score,flags,name,fullname,market,list_date,price_hkd,total_mv_hkd,float_mv_hkd,turnover_hkd,pb,pe_ttm,pe_dynamic,ts_avg_amount_hkd,ts_median_amount_hkd,source_batch,financial_source,strict_net_cash
02877.HK,20251231,14754734000.0,14378094000.0,2715321000.0,334902000.0,12039413000.0,5.433882034573444,1.9462481167029855,3135419000.0,-0.07414525582392506,949948000.0,0.09538293484635951,4,1172033000.0,4,1.23378648094422,0.6241225835519418,,355038000.0,,355038000.0,,0.057394163557475314,121.50672860910024,现金类资产>总负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,神威药业,中国神威药业集团有限公司,主板,20041202,7.48,6185960000.0,6185960000.0,9591860.0,0.69,5.88,5.88,7817075.017,7897460.0,原始初筛,cache,True
01778.HK,20251231,2249750000.0,2249750000.0,1466916000.0,19218000.0,782834000.0,1.533659732390948,2.6646372008261134,2097055000.0,0.16949478843900234,23987000.0,-0.08544633786947975,4,122453000.0,4,5.104973527327302,0.18818526701963564,,17249000.0,,17249000.0,,0.05871273740927148,121.25254644419327,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,彩生活,彩生活服务集团有限公司,主板,20140630,0.158,293786336.0,293786336.0,72944.0,0.06,11.06,11.06,192464.6,81363.5,原始初筛,cache,True
02555.HK,20251231,3100069000.0,3071435000.0,810763000.0,81040000.0,2289306000.0,3.8236439008686878,0.32548422497344126,5395068000.0,0.08433059077755134,804897000.0,-0.055179369210171636,4,680407000.0,4,0.8453342477360457,0.18625861445625963,,1093449000.0,,1093449000.0,,0.1554621358232514,120.63173082378488,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,茶百道,四川百茶百道实业股份有限公司,主板,20240423,4.76,7033539030.0,7033539030.0,6527088.0,1.6,7.89,7.89,9294688.24,6991789.3,原始初筛,cache,True
02469.HK,20251231,1222741000.0,1035196000.0,540209000.0,65108000.0,682532000.0,2.2634591426651536,0.6944145276599722,2676628000.0,-0.016128305753913774,198126000.0,,3,226322000.0,3,1.1423134772821335,0.1437317666535437,,,152295000.0,152295000.0,,0.15494637685848497,120.5243590609741,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,粉笔,粉笔有限公司,主板,20230109,0.445,982888423.0,982888423.0,791380.0,0.68,4.48,4.48,6635494.938,4480237.525,原始初筛,cache,True
00239.HK,20251231,311190902.7,299206979.74,95403515.72,10510771.14,215787386.98,3.2618389411697875,0.29093495481750653,193180693.6,0.13681829492061626,82505534.12,0.4554937197094493,4,101856119.4,4,1.234536816062006,-0.01587371094519738,,52086890.96,,52086890.96,,0.07022605667603969,119.59907080838806,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,白花油,白花油国际有限公司,主板,19911218,2.38,741703200.0,741703200.0,76825.0,1.03,8.12,8.12,81760.0,49600.0,原始初筛,cache,True
01425.HK,20251231,811187301.3199999,426865384.88,170610129.02,27561758.3,640577172.3,4.7546256835953,0.8134313299047619,992249492.18,-0.03097284218703178,150611031.78,-0.007682827906995482,4,163112499.8,4,1.0830049955322072,0.17654678588777145,,63225400.0,,63225400.0,,0.08028622222222222,119.49258992060733,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,捷隆控股,捷隆控股有限公司,主板,20191128,0.63,787500000.0,787500000.0,72600.0,0.84,4.72,4.72,648840.0,269650.0,原始初筛,cache,True
01669.HK,20251231,376191130.0,362007866.34,7612338.16,1597796.18,368578791.84,49.41860465116279,0.6581764139999999,69718648.58,-0.04822529499330874,47177890.26,0.011994821237574671,4,251475415.62,3,5.3303658606628,0.14044760974862636,,43354560.0,,43354560.0,,0.07741885714285714,119.31100487462511,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,环球信贷集团,环球信贷集团有限公司,主板,20141212,1.4,560000000.0,560000000.0,280500.0,0.59,10.72,10.72,722778.947368421,94960.0,原始初筛,cache,True
01666.HK,20251231,4833662000.0,4760678000.0,3446100000.0,2004345000.0,1387562000.0,1.4026470502887323,0.335408436171854,6483875000.0,0.026655609536414993,396277000.0,-0.12069829083114247,4,1562433000.0,4,3.94277992414397,-0.00885239365393399,,475574000.0,,475574000.0,,0.1149581291675567,118.687654817591,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,同仁堂科技,北京同仁堂科技发展股份有限公司,主板,20100709,3.23,4136932320.0,2030713920.0,1192890.0,0.51,9.43,9.43,6462901.739,4516009.0,原始初筛,cache,True
00639.HK,20251231,7221196029.34,7221196029.34,3436827067.26,33687396.339999996,3784368962.08,2.10112289272008,0.3110189589644076,4566454515.0,-0.14624244774905648,571285746.78,-0.382438336626017,4,828333126.58,4,1.4499453754077083,0.22239086544010347,,1881765838.34,,1881765838.34,,0.15465322169157997,118.2584092288906,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,首钢资源,首钢福山资源集团有限公司,主板,19901002,2.39,12167647190.0,12167647190.0,18399770.0,0.74,19.24,19.24,49749855.208,38337400.0,原始初筛,cache,True
02348.HK,20251231,1576921000.0,1166430000.0,624362000.0,77477000.0,952559000.0,2.5256517853424776,0.6083068274862607,1230867000.0,-0.012365807064999679,213971000.0,-0.15769848352205496,4,355406000.0,4,1.6610007898266588,0.2782059251019998,,132910000.0,,132910000.0,,0.08487669576498559,117.99148351622402,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,东瑞制药,东瑞制药(控股)有限公司,主板,20030711,1.04,1565918640.0,1565918640.0,170560.0,0.42,6.61,6.61,140750.4705882353,69360.0,原始初筛,cache,True
00046.HK,20251231,313909594.9,311811414.84,145917900.66,13882491.4,167991694.23999998,2.1512754328300927,0.5544744486135796,217938857.02,-0.03168234889613142,16658989.68,-0.265223135140211,4,32909723.92,4,1.9754933853827805,0.11418347430058558,,24141264.16,,24141264.16,,0.07968080918826485,117.90511662294772,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,科联系统,科联系统集团有限公司,主板,19980518,1.24,302974636.0,302974636.0,140220.0,0.61,16.43,16.43,67325.84923076924,43440.0,原始初筛,cache,True
08512.HK,20251231,732773353.8,732773353.8,101784765.02,11049993.479999999,630988588.78,7.199243950271095,1.8078348244563505,811189107.76,0.09856931610020303,91645217.3,0.11983256451052648,4,182526310.48,4,1.9916621495096831,0.06315478243729365,,,,0.0,,0.0,117.57209109704047,现金类资产>总负债;近年盈利稳定;经营现金流稳定,凯富善集团控股,凯富善集团控股有限公司,创业板,20180719,0.38,349030000.0,349030000.0,30400.0,0.47,3.44,3.44,155880.55555555556,100325.0,补充宽筛,new,True
01571.HK,20251231,1074637000.0,1074637000.0,779733000.0,40218000.0,294904000.0,1.378211515993295,0.07821722981627519,3152791000.0,0.030283889039200318,529340000.0,0.07066373873464382,4,1058103000.0,4,1.9989099633505876,0.16690029092832584,,462381000.0,,462381000.0,,0.12263706473862387,117.46103395529738,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,信邦控股,信邦控股有限公司,主板,20170628,3.74,3770320180.0,3770320180.0,5177020.0,0.92,6.43,6.43,2635148.2675,2279190.0,原始初筛,cache,True
03686.HK,20251231,284772000.0,284772000.0,127401000.0,30507000.0,157371000.0,2.2352414816210233,0.2182124496919989,320272000.0,-0.05778212152828799,284629000.0,0.44091600934769026,4,81565000.0,4,0.2865660210308858,0.7311306999638125,,104942000.0,,104942000.0,,0.14551379158534766,117.01035896375332,现金类资产>总负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,祈福生活服务,祈福生活服务控股有限公司,主板,20161108,0.71,721182500.0,721182500.0,192400.0,1.1,2.29,2.29,261577.77777777775,243800.0,原始初筛,cache,True
06186.HK,20251231,16171057000.0,16171057000.0,7917258000.0,855226000.0,8253799000.0,2.042507267036138,0.3155271000588891,18112585000.0,-0.05276153731988109,1939458000.0,-0.2678650488581208,4,2213753000.0,4,1.141428687808656,0.3380954885333944,,2246870000.0,1020699000.0,3267569000.0,,0.12491297290039703,116.76541626384832,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,中国飞鹤,中国飞鹤有限公司,主板,20191113,2.97,26158764171.0,26158764171.0,43186401.0,0.97,12.18,12.18,100241752.9105,75762872.85,原始初筛,cache,True
03662.HK,20251231,1940552000.0,1940552000.0,996930000.0,65262000.0,943622000.0,1.9465278404702437,4.060335628227194,1219825000.0,-0.09205663789257101,51568000.0,-0.3149551739931714,4,22171000.0,3,0.42993717033819423,-0.12835479367049332,,19448000.0,,19448000.0,,0.08368330464716008,116.28288640545453,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,星悦康旅,星悦康旅股份有限公司,主板,20190318,0.32,232400000.0,232400000.0,86250.0,0.17,4.07,4.07,429322.9375,234842.5,原始初筛,cache,True
00536.HK,20251231,412504186.88,412504186.88,140900513.56,,271603673.32,2.9276272772727854,0.31016861491433767,228270790.6,-0.004229207038118021,75893963.72,0.1753023875601074,4,65998285.4,4,0.8696117868278866,0.0,,72490630.76,,72490630.76,,0.08278355834534368,116.26070738805774,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,贸易通,贸易通电子贸易有限公司,主板,20051028,1.1,875664591.0,875664591.0,635900.0,2.28,10.42,10.42,802710.0434999999,485537.435,补充宽筛,new,True
03983.HK,20251231,14002879000.0,12836574000.0,4869932000.0,2112004000.0,9132947000.0,2.875374645888279,0.9479026248326397,12034437000.0,-0.055412674476412405,974441000.0,-0.159747430914561,4,1378729000.0,4,1.414892230519857,0.30527758992078535,,661388000.0,,661388000.0,,0.06864503004701658,116.22080915824542,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,中海石油化学,中海石油化学股份有限公司,主板,20060929,2.09,9634900000.0,3753640255.0,12658300.0,0.46,8.93,8.93,14539484.843,12035915.0,原始初筛,cache,True
01346.HK,20251231,583749473.28,583749473.28,278788460.57,20738319.77,304961012.71,2.093879610678608,0.36425389796720337,1406859016.14,-0.02390488224563292,111554021.54,0.03331680618443955,4,132363339.22,4,1.1865402734274209,0.11911045757535133,,56676637.43,14477774.64,71154412.07,,0.08498880471225637,116.0540366013561,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,利华控股集团,利华控股集团,主板,20191113,1.31,837221000.0,837221000.0,10480.0,1.54,6.78,6.78,138264.44444444444,80080.0,补充宽筛,new,True
06601.HK,20251231,2941646000.0,2557647000.0,863223000.0,59364000.0,2078423000.0,3.4077474766080145,0.7250311884408689,1988232000.0,0.11182319514547046,223685000.0,0.5013303958841946,4,268064000.0,4,1.1983995350604646,0.4979413013836422,,160400000.0,,160400000.0,,0.05595348137790785,115.99844409230627,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,朝云集团,朝云集团有限公司,主板,20210310,2.15,2866667025.0,2866667025.0,1057130.0,0.86,11.58,11.58,2260643.2920000004,1545862.5,原始初筛,cache,True
02102.HK,20260131,123003928.62,123003928.62,38804869.26,1502279.46,84199059.36000001,3.169806546592138,0.29034158400000004,301154535.08,-0.039156002442547244,25650578.77,-0.12819832511623908,4,70035197.05,3,2.7303554308844937,0.19688953591591804,,27323700.0,,27323700.0,,0.09421965517241379,114.98472096240833,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,德利机械,德利机械控股有限公司,主板,20201006,0.29,290000000.0,290000000.0,20300.0,0.67,10.52,10.52,32193.33333333333,19600.0,补充宽筛,new,True
06100.HK,20251231,1579892000.0,1579892000.0,1283786000.0,119655000.0,296106000.0,1.2306505912979266,0.2702574361574604,1986001000.0,-0.0902838755177886,102600000.0,0.3223987570811859,4,228873000.0,4,2.230730994152047,0.8900584795321638,,73480000.0,78191000.0,151671000.0,,0.13843088488392055,114.24310300911979,现金类资产>总负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高;股东回报率较高,同道猎聘,同道猎聘集团,主板,20180629,2.17,1095644228.0,1095644228.0,498462.0,0.34,9.65,9.65,1189220.546,1058587.3,原始初筛,cache,True
00517.HK,20251231,4324231685.06,4324231685.06,1117327397.78,11303798.3,3206904287.2800007,3.8701563155541945,0.3739423266986725,3347090353.82,-0.0184696960858044,696440426.08,0.30967856478636846,4,231991153.78,4,0.333109832646836,0.18619077015656285,,728667315.68,,728667315.68,,0.08496653688587762,114.09719900796534,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,中远海运国际,中远海运国际(香港)有限公司,主板,19920211,5.85,8575932860.0,8575932860.0,17586239.0,1.08,11.12,11.12,11041792.042,9328446.0,原始初筛,cache,True
00064.HK,20260331,2388226116.7000003,2068272408.15,412795018.1,,1975431098.6000004,5.785501306901553,1.004864929404978,156723972.76,-0.059353654714481174,45203465.76,0.29465317318192596,4,167724468.78,4,3.710433834222007,-1.2408305057359832,,,,0.0,,0.0,113.97090233411816,现金类资产>总负债;近年盈利稳定;经营现金流稳定,结好控股,结好控股有限公司,主板,20020606,3.18,1965867293.0,1965867293.0,1332655.0,0.3,36.82,36.82,1150163.615,323754.95,补充宽筛,new,True
02460.HK,20251231,6392342000.0,6392342000.0,4075143000.0,43012000.0,2317199000.0,1.5686178374599369,0.13128065507730846,11002111000.0,-0.04477198953356709,985341000.0,-0.0015066008595391311,4,1511086000.0,4,1.533566552087044,0.392023675052596,,3809736000.0,,3809736000.0,,0.21584017503529254,113.8697278543902,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,华润饮料,华润饮料(控股)有限公司,主板,20241023,7.36,17650726976.0,17650726976.0,6674828.0,1.49,16.18,16.18,21307832.53,20686102.5,原始初筛,cache,True
08502.HK,20251231,405355000.0,385770000.0,160950000.0,557000.0,244405000.0,2.518515066790929,0.9698611111111111,158827000.0,-0.05361172634233591,52179000.0,-0.06624994037887089,4,42048000.0,4,0.8058414304605301,0.2764713773740394,,16061000.0,,16061000.0,,0.06373412698412699,112.44209198063423,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,远航港口,远航港口发展有限公司,创业板,20180710,0.315,252000000.0,252000000.0,15120.0,0.38,4.36,4.36,39276.92307692308,24520.0,补充宽筛,new,True
00380.HK,20251231,403353665.06,401938319.32,166719057.26,91955924.98,236634607.8,2.4193614796595573,1.2420848893035379,582914704.28,0.008323737354414273,50549610.52,0.04761980735883875,4,167521116.62,4,3.313994210770825,0.03989922452917843,,,,0.0,,0.0,112.34696368168323,现金类资产>总负债;近年盈利稳定;经营现金流稳定,中国管业,中国管业集团有限公司,主板,20001221,0.143,190514038.0,190514038.0,56628.0,0.22,3.4,3.4,112555.33333333331,43460.0,补充宽筛,new,True
02610.HK,20251231,2800330150.4,2800330150.4,2457430142.4,562304.0,342900008.0,1.1395360145070548,0.01883696611198475,8025504926.4,0.3515192823737261,2870758726.4,0.8260852833586978,4,2528392907.2,4,0.8807403018402263,0.07959297599576914,,2223026691.2,,2223026691.2,,0.12212037757716233,110.90384642169133,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,南山铝业国际,南山铝业国际控股有限公司,主板,20250325,29.34,18203568768.0,18203568768.0,17176896.0,1.19,5.73,5.73,61978397.062,39667426.1,原始初筛,cache,True
00914.HK,20251231,105974479884.0,90368744884.0,52295371887.0,24310212358.0,53679107997.0,2.02646001089714,0.5781658966540524,82532051000.0,-0.14494785826836187,8464457000.0,-0.18886415735624562,4,15870959000.0,4,1.87501206515669,0.3213395732295645,,5515514000.0,,5515514000.0,,0.05940639135613428,110.43931024867896,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,海螺水泥,安徽海螺水泥股份有限公司,主板,19971021,17.52,92843781184.0,22768992000.0,87338357.0,0.42,10.24,10.24,146687209.4475,128279652.97,补充宽筛,new,True
01681.HK,20251231,3903491000.0,2894365000.0,1572153000.0,212920000.0,2331338000.0,2.482895112625807,0.21773405969077234,3417355000.0,0.13460946138412844,1078067000.0,0.1643799789685041,4,1211796000.0,4,1.124045166024004,0.048836482333658296,,502071000.0,168020000.0,670091000.0,,0.06258278885011496,109.95250472964506,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,康臣药业,康臣药业集团有限公司,主板,20131219,12.75,10707272915.0,10707272915.0,10470732.0,2.15,8.97,8.97,24922155.956,23847335.6,补充宽筛,new,True
01284.HK,20251231,133336949.28,133336949.28,65898027.98,36845053.46,67438921.30000001,2.0233829959292207,0.24977378259259264,171419414.14,-0.07271417430351657,11509732.46,-0.31121835876718285,4,28815427.66,4,2.5035705877736794,0.4440869496978733,,22598564.4,,22598564.4,,0.08369838666666667,109.55248594976334,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,新传企划,新传企划有限公司,主板,20230717,0.45,270000000.0,270000000.0,15750.0,1.46,21.19,21.19,78876.31578947368,51050.0,补充宽筛,new,True
03658.HK,20251231,957808000.0,957808000.0,696237000.0,36749000.0,261571000.0,1.3756924725344961,0.1765332757709859,1540464000.0,0.105919167123113,216075000.0,0.02096917466635606,4,211734000.0,4,0.9799097535577924,0.0,,166181000.0,,166181000.0,,0.11215492658168608,109.49213641425199,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,新希望服务,新希望服务控股有限公司,主板,20210525,1.82,1481709320.0,1481709320.0,95340.0,1.02,6.19,6.19,303690.5,204225.0,原始初筛,cache,True
06929.HK,20251231,1537226675.2,1537226675.2,272091876.8,27503694.4,1265134798.4,5.649660303272971,0.38585833554366195,1268375075.2,0.1000094411578849,294499691.2,0.3174761303809075,4,137272464.0,4,0.4661209098069167,0.02601494069070861,,186607611.2,2164870.4,188772481.6,,0.057574446326780084,109.21237786451759,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,业聚医疗,业聚医疗集团控股有限公司,主板,20221223,3.96,3278754615.0,3278754615.0,93790.0,1.02,10.06,10.06,1033999.0,617127.5,原始初筛,cache,True
01260.HK,20250930,1027457649.22,946581315.9200001,113891516.06,,913566133.1600001,9.021371255420972,1.6191881568159627,121495726.48,-0.07323480162726526,51513983.52,0.3273508934643594,4,59245098.16,4,1.1500779810009922,0.6629802920742945,,,,0.0,,0.0,107.79187821240359,现金类资产>总负债;近年盈利稳定;经营现金流稳定;一次性/其他收益占比较高,皓天财经集团,皓天财经集团控股有限公司,主板,20120330,0.49,564212460.0,564212460.0,174440.0,0.36,8.13,8.13,264002.7777777777,162830.0,原始初筛,cache,True
00934.HK,20251231,3344993980.2000003,3344993980.2000003,312764311.94,28643815.86,3032229668.26,10.69493497979941,0.33506698227099513,594894111.14,0.02630638297954624,928745900.42,0.33712678241511607,4,227092991.72,4,0.24451574065339443,0.07327711544053504,,561387358.8,,561387358.8,,0.06203434065934065,107.79071010238117,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,中石化冠德,中石化冠德控股有限公司,主板,19990625,3.64,9049622400.0,9049622400.0,3348580.0,0.55,8.8,8.8,8332187.221000001,6606660.0,原始初筛,cache,True
02367.HK,20251231,8290486000.0,6306160000.0,916637000.0,9689000.0,7373849000.0,9.044459257045046,0.27892756743520314,5518512000.0,0.3264704869616395,1914836000.0,0.2409406436283914,4,1780622000.0,4,0.9299083576870291,0.11567204711003971,,1278874000.0,166147000.0,1445021000.0,,0.054660217807929706,107.73092159008576,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,巨子生物,巨子生物控股有限公司,主板,20221104,24.9,26436429600.0,26436429600.0,66811180.0,2.43,12.47,12.47,150734677.331,126465783.39,补充宽筛,new,True
02219.HK,20251231,1484567000.0,1293213000.0,612654000.0,237638000.0,871913000.0,2.4231736020657664,0.49856430031835136,1360360000.0,0.11173117888869988,183445000.0,-0.007705839277401538,4,339411000.0,4,1.8502057837498977,0.4024312464226335,,75981000.0,4479000.0,80460000.0,,0.04600743836095408,107.5976148407594,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,朝聚眼科,朝聚眼科医疗控股有限公司,主板,20210707,2.48,1748847640.0,1748847640.0,590575.0,0.66,8.61,8.61,927335.9125,744943.0,原始初筛,cache,True
01731.HK,20251231,604975844.8000001,602677427.2,377348156.8,50719820.8,227627688.00000006,1.6032298923369221,0.2419511989795919,1678133028.8,0.03363319559257261,172521896.0,0.337845153237726,4,173365352.0,4,1.004888979425545,0.21079649623141172,,70203654.4,,70203654.4,,0.074621231292517,107.38218357887513,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,其利工业集团,其利工业集团有限公司,主板,20180713,0.84,940800000.0,940800000.0,673800.0,0.64,4.93,4.93,204750.0,148260.0,原始初筛,cache,True
02283.HK,20251231,1060720793.94,1060720793.94,880056019.88,98989299.12,180664774.06000006,1.2052878112061942,0.10840840437558509,2162870482.84,0.020345901670802302,196901960.0,-0.0096124105673413,4,353365857.38,4,1.7946284403669726,0.1274862385321101,,173854495.26,,173854495.26,,0.10432187748121834,107.36122276529,现金类资产>总负债;近年盈利稳定;经营现金流稳定;股东回报率较高,东江集团控股,东江集团(控股)有限公司,主板,20131220,2.0,1666520000.0,1666520000.0,461480.0,0.92,7.64,7.64,841248.0,666920.0,原始初筛,cache,True
